frame,time,cell_id,x,y
0,0.0,0,57.44690253281098,60.05063853814607
0,0.0,0,57.44690253281098,60.05063853814607
0,0.0,1,158.70869088732601,91.48832053244782
0,0.0,0,57.44690253281098,60.05063853814607
0,0.0,1,158.70869088732601,91.48832053244782
0,0.0,2,76.5628149323203,214.78701300978858
0,0.0,0,57.44690253281098,60.05063853814607
0,0.0,1,158.70869088732601,91.48832053244782
0,0.0,2,76.5628149323203,214.78701300978858
0,0.0,3,66.30446620757837,75.39674412482002
0,0.0,0,57.44690253281098,60.05063853814607
0,0.0,1,158.70869088732601,91.48832053244782
0,0.0,2,76.5628149323203,214.78701300978858
0,0.0,3,66.30446620757837,75.39674412482002
0,0.0,4,190.95177837162063,76.17890922086583
1,0.041666666666666664,0,58.165514712618105,64.21849682752843
1,0.041666666666666664,0,58.165514712618105,64.21849682752843
1,0.041666666666666664,1,159.56070062719812,97.72118839285189
1,0.041666666666666664,0,58.165514712618105,64.21849682752843
1,0.041666666666666664,1,159.56070062719812,97.72118839285189
1,0.041666666666666664,2,77.75745148404181,219.07296928410804
1,0.041666666666666664,0,58.165514712618105,64.21849682752843
1,0.041666666666666664,1,159.56070062719812,97.72118839285189
1,0.041666666666666664,2,77.75745148404181,219.07296928410804
1,0.041666666666666664,3,67.54647134922863,80.08077952611158
1,0.041666666666666664,0,58.165514712618105,64.21849682752843
1,0.041666666666666664,1,159.56070062719812,97.72118839285189
1,0.041666666666666664,2,77.75745148404181,219.07296928410804
1,0.041666666666666664,3,67.54647134922863,80.08077952611158
1,0.041666666666666664,4,191.73815931011114,77.7409993457344
2,0.08333333333333333,0,58.88412689242523,67.99985527779008
2,0.08333333333333333,0,58.88412689242523,67.99985527779008
2,0.08333333333333333,1,160.41271036707022,102.91421851188419
2,0.08333333333333333,0,58.88412689242523,67.99985527779008
2,0.08333333333333333,1,160.41271036707022,102.91421851188419
2,0.08333333333333333,2,78.95208803576332,222.22418434002964
2,0.08333333333333333,0,58.88412689242523,67.99985527779008
2,0.08333333333333333,1,160.41271036707022,102.91421851188419
2,0.08333333333333333,2,78.95208803576332,222.22418434002964
2,0.08333333333333333,3,68.78847649087889,83.90502422935427
2,0.08333333333333333,0,58.88412689242523,67.99985527779008
2,0.08333333333333333,1,160.41271036707022,102.91421851188419
2,0.08333333333333333,2,78.95208803576332,222.22418434002964
2,0.08333333333333333,3,68.78847649087889,83.90502422935427
2,0.08333333333333333,4,192.52454024860168,79.27703928306197
3,0.125,0,59.60273907223235,71.04451801479233
3,0.125,0,59.60273907223235,71.04451801479233
3,0.125,1,161.26472010694232,106.20273929991104
3,0.125,0,59.60273907223235,71.04451801479233
3,0.125,1,161.26472010694232,106.20273929991104
3,0.125,2,80.14672458748484,223.39952524993697
3,0.125,0,59.60273907223235,71.04451801479233
3,0.125,1,161.26472010694232,106.20273929991104
3,0.125,2,80.14672458748484,223.39952524993697
3,0.125,3,70.03048163252915,86.16863004886916
3,0.125,0,59.60273907223235,71.04451801479233
3,0.125,1,161.26472010694232,106.20273929991104
3,0.125,2,80.14672458748484,223.39952524993697
3,0.125,3,70.03048163252915,86.16863004886916
3,0.125,4,193.3109211870922,80.76143037370133
4,0.16666666666666666,0,60.32135125203948,73.07148705963337
4,0.16666666666666666,0,60.32135125203948,73.07148705963337
4,0.16666666666666666,1,162.11672984681442,107.04290380867148
4,0.16666666666666666,0,60.32135125203948,73.07148705963337
4,0.16666666666666666,1,162.11672984681442,107.04290380867148
4,0.16666666666666666,2,81.34136113920636,222.2691060748699
4,0.16666666666666666,0,60.32135125203948,73.07148705963337
4,0.16666666666666666,1,162.11672984681442,107.04290380867148
4,0.16666666666666666,2,81.34136113920636,222.2691060748699
4,0.16666666666666666,3,71.27248677417941,86.45925141437573
4,0.16666666666666666,0,60.32135125203948,73.07148705963337
4,0.16666666666666666,1,162.11672984681442,107.04290380867148
4,0.16666666666666666,2,81.34136113920636,222.2691060748699
4,0.16666666666666666,3,71.27248677417941,86.45925141437573
4,0.16666666666666666,4,194.0973021255827,82.16946918894311
5,0.20833333333333334,0,61.0399634318466,73.89535649432054
5,0.20833333333333334,0,61.0399634318466,73.89535649432054
5,0.20833333333333334,1,162.96873958668652,105.30330361801282
5,0.20833333333333334,0,61.0399634318466,73.89535649432054
5,0.20833333333333334,1,162.96873958668652,105.30330361801282
5,0.20833333333333334,2,82.53599769092787,219.09964410709418
5,0.20833333333333334,0,61.0399634318466,73.89535649432054
5,0.20833333333333334,1,162.96873958668652,105.30330361801282
5,0.20833333333333334,2,82.53599769092787,219.09964410709418
5,0.20833333333333334,3,72.51449191582967,84.72927234233913
5,0.20833333333333334,0,61.0399634318466,73.89535649432054
5,0.20833333333333334,1,162.96873958668652,105.30330361801282
5,0.20833333333333334,2,82.53599769092787,219.09964410709418
5,0.20833333333333334,3,72.51449191582967,84.72927234233913
5,0.20833333333333334,4,194.88368306407324,83.47777571551318
6,0.25,0,61.758575611653725,73.4437276564819
6,0.25,0,61.758575611653725,73.4437276564819
6,0.25,1,163.82074932655863,101.28710527732595
6,0.25,0,61.758575611653725,73.4437276564819
